,beetag,exprun,n_species,col_num,beetag_exprun,treat_ID_full,treat_ID_dose_temp_food,NO3_mean_observed,NH4_mean_observed,N_species_dose,temp,food,sym_state,red_day1,green_day1,blue_day1,red_day11,green_day11,blue_day11,red_delta,red_percent_change,NO3_category
764,R4W14,exp1A,Nitrate,168,R4W14_exp1A,N_18_30_F_A,N_18_30_F,11.664,8.8355,N_18,30,F,A,127.3144388,135.2287155,103.2310483,136.4148585,165.9392419,134.7354952,9.100419706,7.147987137,Elevated
813,R4W14,exp2B,Nitrate,170,R4W14_exp2B,N_18_20_S_A,N_18_20_S,13.03475,9.2295,N_18,20,S,A,187.2590414,150.7947248,121.3565471,162.1763988,130.5776455,99.89306598,-25.08264266,-13.39462301,Elevated
770,R4W15,exp1A,Nitrate,150,R4W15_exp1A,N_18_30_F_A,N_18_30_F,11.664,8.8355,N_18,30,F,A,159.4729481,125.9761388,108.7526681,164.7418786,146.3674037,115.9248337,5.268930503,3.303965071,Elevated
782,R4W15,exp2B,Nitrate,210,R4W15_exp2B,N_18_20_S_A,N_18_20_S,13.03475,9.2295,N_18,20,S,A,154.1079017,146.4378664,111.6221642,154.9464089,149.3079715,104.6052981,0.838507255,0.544103999,Elevated
755,R5W21,exp1A,Nitrate,162,R5W21_exp1A,N_18_20_S_A,N_18_20_S,13.03475,9.2295,N_18,20,S,A,166.6625736,177.3399242,163.7018869,184.729616,207.7600445,196.3857042,18.06704238,10.84049165,Elevated
193,R5W21,exp2B,Ammonium,170,R5W21_exp2B,A_10_20_F_A,A_10_20_F,3.503,12.384,A_10,20,F,A,187.4999841,160.3676833,131.6799325,177.6299931,137.8609821,108.220695,-9.869990979,-5.263995635,Low
815,R5W22,exp1A,Nitrate,151,R5W22_exp1A,N_18_20_S_A,N_18_20_S,13.03475,9.2295,N_18,20,S,A,109.355505,95.6854612,69.51624405,94.28498916,71.16374428,47.28894547,-15.0705158,-13.78121367,Elevated
134,R5W22,exp2B,Ammonium,213,R5W22_exp2B,A_10_20_F_A,A_10_20_F,3.503,12.384,A_10,20,F,A,143.6970067,149.8939876,119.9957231,172.143793,178.7531452,148.0359326,28.44678629,19.79636664,Low
823,R6W28,exp1A,Nitrate,163,R6W28_exp1A,N_18_30_S_A,N_18_30_S,17.905,15.95375,N_18,30,S,A,176.3444853,195.2835092,157.794484,140.2788815,144.1322521,106.7328482,-36.06560383,-20.45179001,Elevated
123,R6W28,exp2B,Ammonium,178,R6W28_exp2B,A_10_20_S_A,A_10_20_S,3.133,20.30575,A_10,20,S,A,92.67491089,54.15753446,41.30535958,142.7868865,119.4038092,110.0274986,50.11197562,54.07286086,Low
796,R6W29,exp1A,Nitrate,151,R6W29_exp1A,N_18_30_S_A,N_18_30_S,17.905,15.95375,N_18,30,S,A,107.6193887,87.24804259,66.16480933,104.0761581,76.5740907,51.40673362,-3.543230546,-3.292371932,Elevated
138,R6W29,exp2B,Ammonium,224,R6W29_exp2B,A_10_20_S_A,A_10_20_S,3.133,20.30575,A_10,20,S,A,111.4352117,117.9034317,90.3288571,131.2473459,143.9007779,115.6864744,19.81213419,17.77906093,Low
189,R7W35,exp1A,Ammonium,153,R7W35_exp1A,A_10_20_F_A,A_10_20_F,3.503,12.384,A_10,20,F,A,98.94647668,100.0993401,82.12044749,94.22437391,84.85575599,71.40894866,-4.722102773,-4.772380919,Low
740,R7W35,exp2B,Nitrate,168,R7W35_exp2B,N_18_30_F_A,N_18_30_F,11.664,8.8355,N_18,30,F,A,96.73946458,114.1525195,93.89372545,116.7800889,110.1617105,78.63668315,20.04062435,20.71607946,Elevated
163,R7W36,exp1A,Ammonium,144,R7W36_exp1A,A_10_20_F_A,A_10_20_F,3.503,12.384,A_10,20,F,A,163.7347055,169.9689324,134.3742061,170.2404813,182.1151369,144.2064527,6.505775778,3.97336396,Low
736,R7W36,exp2B,Nitrate,201,R7W36_exp2B,N_18_30_F_A,N_18_30_F,11.664,8.8355,N_18,30,F,A,126.3183901,89.66115932,62.44466276,164.8561575,145.0324112,112.0104076,38.53776747,30.5084378,Elevated
209,R8W40,exp1A,Ammonium,154,R8W40_exp1A,A_10_20_S_A,A_10_20_S,3.133,20.30575,A_10,20,S,A,170.3244807,131.7875545,130.0838896,153.7944863,125.2457936,125.1966203,-16.52999435,-9.705002053,Low
769,R8W40,exp2B,Nitrate,170,R8W40_exp2B,N_18_30_S_A,N_18_30_S,17.905,15.95375,N_18,30,S,A,189.2290265,145.1182187,118.3059872,197.0288443,171.1093669,143.6365187,7.799817743,4.121892865,Elevated
236,R8W41,exp1A,Ammonium,154,R8W41_exp1A,A_10_20_S_A,A_10_20_S,3.133,20.30575,A_10,20,S,A,189.6105898,150.8834512,126.175598,127.3129604,61.65912058,37.44667229,-62.29762941,-32.85556439,Low
789,R8W41,exp2B,Nitrate,212,R8W41_exp2B,N_18_30_S_A,N_18_30_S,17.905,15.95375,N_18,30,S,A,127.9158155,133.2850502,74.55559045,126.3246828,117.6504347,69.05500543,-1.591132725,-1.243890537,Elevated
353,W10O41,exp3B,Ammonium,242,W10O41_exp3B,A_5_30_S_A,A_5_30_S,3.08375,19.91575,A_5,30,S,A,111.4802277,112.1189115,67.37412629,86.23087077,77.74820133,34.73275479,-25.24935696,-22.64917957,Low
934,W11O46,exp3B,Nitrate,238,W11O46_exp3B,N_5_30_F_A,N_5_30_F,5.8445,11.501,N_5,30,F,A,186.9727463,207.4146987,175.2224517,156.8454717,171.8476984,119.4270705,-30.12727464,-16.11319042,Low
919,W11O50,exp3B,Nitrate,256,W11O50_exp3B,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5,30,S,A,153.9720078,104.8732036,66.21887685,138.8955419,99.7564492,65.67653789,-15.0764659,-9.791692731,Elevated
938,W12O51,exp3B,Nitrate,241,W12O51_exp3B,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5,30,S,A,215.7575027,191.8162268,153.7384512,174.0064623,140.6346657,96.62863365,-41.7510404,-19.35091011,Elevated
467,W13O56,exp3B,Ammonium,242,W13O56_exp3B,A_7.5_30_F_A,A_7.5_30_F,2.424,14.952,A_7.5,30,F,A,139.4596764,129.868952,87.87012732,115.1542878,105.6167137,61.78361596,-24.30538859,-17.42825541,Low
394,W13O60,exp3B,Ammonium,249,W13O60_exp3B,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5,30,S,A,146.5550447,92.13941924,43.54203732,157.317553,121.7813152,70.70735845,10.7625083,7.3436628,Low
483,W14O62,exp3B,Ammonium,242,W14O62_exp3B,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5,30,S,A,189.8670172,202.2967053,170.6264469,101.7986459,89.68720947,48.01295671,-88.06837133,-46.38423915,Low
810,W15O67,exp3B,Nitrate,238,W15O67_exp3B,N_18_30_F_A,N_18_30_F,11.664,8.8355,N_18,30,F,A,245.5438444,254.0137206,214.7047849,215.6695822,233.8179265,195.6827709,-29.87426222,-12.16656939,Elevated
741,W15O72,exp3B,Nitrate,257,W15O72_exp3B,N_18_30_S_A,N_18_30_S,17.905,15.95375,N_18,30,S,A,132.2515574,90.74461642,54.18487197,157.7238538,119.4237878,77.86988386,25.47229642,19.26048882,Elevated
791,W16O73,exp3B,Nitrate,241,W16O73_exp3B,N_18_30_S_A,N_18_30_S,17.905,15.95375,N_18,30,S,A,186.7991696,168.8922201,143.8353345,182.7962759,179.148073,154.5768018,-4.002893704,-2.142886241,Elevated
149,W17O78,exp3B,Ammonium,242,W17O78_exp3B,A_10_30_F_A,A_10_30_F,2.017,22.001,A_10,30,F,A,168.8712557,174.5229526,145.1803123,190.572223,208.7431066,175.6289875,21.70096725,12.85059862,Low
560,W1O1,exp3B,Nitrate,238,W1O1_exp3B,N_0_30_F_A,N_0_30_F,1.5285,13.0625,N_0,30,F,A,176.2482476,202.349701,183.2723144,171.8244524,190.2530693,154.4409211,-4.42379521,-2.509979685,Low
573,W2O12,exp3B,Nitrate,243,W2O12_exp3B,N_0_30_S_A,N_0_30_S,3.325,13.65775,N_0,30,S,A,175.5065506,141.0166096,95.58821114,162.6611748,138.7477782,93.02651387,-12.84537582,-7.319029279,Low
586,W2O7,exp3B,Nitrate,238,W2O7_exp3B,N_0_30_S_A,N_0_30_S,3.325,13.65775,N_0,30,S,A,211.2918673,230.5408671,202.10172,180.6077702,196.9017634,144.3868481,-30.68409708,-14.52213825,Low
569,W2O8,exp3B,Nitrate,244,W2O8_exp3B,N_0_30_S_A,N_0_30_S,3.325,13.65775,N_0,30,F,A,168.2406076,197.6801941,174.3961156,158.3201654,186.5702549,159.2966818,-9.920442233,-5.896580126,Low
112,W3O13,exp3B,Ammonium,242,W3O13_exp3B,A_0_30_F_A,A_0_30_F,2.3655,16.977,A_0,30,F,A,202.5389597,192.0201501,177.2098281,147.4698809,121.9114176,90.28917119,-55.06907885,-27.18937577,Low
106,W3O20,exp3B,Ammonium,243,W3O20_exp3B,A_0_30_S_A,A_0_30_S,2.871,12.99825,A_0,30,S,A,196.9897387,165.9277958,115.0423709,158.1847803,130.7577446,88.46199116,-38.8049584,-19.6989745,Low
77,W4O21,exp3B,Ammonium,242,W4O21_exp3B,A_0_30_S_A,A_0_30_S,2.871,12.99825,A_0,30,S,A,187.7450137,198.453559,180.6522436,173.1112208,181.6894789,147.2873503,-14.63379293,-7.794504176,Low
694,W5O28,exp3B,Nitrate,256,W5O28_exp3B,N_1.5_30_F_A,N_1.5_30_F,2.5815,11.0275,N_1.5,30,F,A,182.3470357,148.3359613,113.4945835,167.2479289,134.435045,96.73550295,-15.09910682,-8.280423513,Low
682,W5O29,exp3B,Nitrate,238,W5O29_exp3B,N_1.5_30_F_A,N_1.5_30_F,2.5815,11.0275,N_1.5,30,F,A,145.375349,150.5790131,109.0522736,142.2173217,153.3744633,89.34385381,-3.158027276,-2.172326531,Low
729,W5O30,exp3B,Nitrate,242,W5O30_exp3B,N_1.5_30_S_A,N_1.5_30_S,6.054,19.77225,N_1.5,30,S,A,195.0500084,206.5750149,167.3013572,108.8112612,95.90890953,54.95078179,-86.23874719,-44.21365981,Elevated
714,W7O31,exp3B,Nitrate,238,W7O31_exp3B,N_1.5_30_S_A,N_1.5_30_S,6.054,19.77225,N_1.5,30,S,A,223.3300829,239.2629569,207.0005978,188.2415517,211.6035074,180.8198015,-35.08853122,-15.7115113,Elevated
333,W8O36,exp3B,Ammonium,242,W8O36_exp3B,A_5_30_F_A,A_5_30_F,2.6645,10.267,A_5,30,F,A,223.176649,229.118636,213.1618961,202.4626097,194.8057242,157.2198616,-20.71403928,-9.281454567,Low
898,Y10B50,exp1A,Nitrate,168,Y10B50_exp1A,N_5_20_S_A,N_5_20_S,5.87925,8.4235,N_5,20,S,A,191.8962323,192.4542097,177.5818452,183.7445331,217.6895375,177.8095205,-8.151699178,-4.247972502,Low
411,Y10B50,exp2B,Ammonium,170,Y10B50_exp2B,A_7.5_20_F_A,A_7.5_20_F,3.24,11.789,A_7.5,20,F,A,210.4143914,172.2381115,152.0384444,212.7500713,157.2162812,130.6922223,2.335679968,1.110038126,Low
839,Y10B51,exp1A,Nitrate,150,Y10B51_exp1A,N_5_20_S_A,N_5_20_S,5.87925,8.4235,N_5,20,S,A,111.2138297,88.96955058,67.34686139,202.5035374,204.2048922,186.528682,91.28970763,82.08485209,Low
381,Y10B51,exp2B,Ammonium,213,Y10B51_exp2B,A_7.5_20_F_A,A_7.5_20_F,3.24,11.789,A_7.5,20,F,A,131.3742188,137.2634847,103.7353936,148.9655037,151.6415174,124.3154028,17.59128491,13.39021086,Low
454,Y11B55,exp1A,Ammonium,153,Y11B55_exp1A,A_7.5_20_F_A,A_7.5_20_F,3.24,11.789,A_7.5,20,F,A,121.6291649,131.6788646,107.3963078,106.7735798,113.7059204,73.84123725,-14.85558514,-12.21383469,Low
436,Y11B55,exp2B,Ammonium,190,Y11B55_exp2B,A_7.5_20_S_A,A_7.5_20_S,2.461,13.123,A_7.5,20,S,A,191.7961331,192.9543416,185.3958663,180.5997496,177.041051,162.6216887,-11.19638351,-5.8376482,Low
405,Y11B56,exp1A,Ammonium,143,Y11B56_exp1A,A_7.5_20_F_A,A_7.5_20_F,3.24,11.789,A_7.5,20,F,A,101.1844962,91.68616341,73.95745716,103.2777523,86.96964618,56.15731297,2.093256058,2.068751772,Low
438,Y11B56,exp2B,Ammonium,216,Y11B56_exp2B,A_7.5_20_S_A,A_7.5_20_S,2.461,13.123,A_7.5,20,S,A,196.3400356,220.6025838,165.9290792,182.6689874,201.8036538,156.5509367,-13.67104824,-6.962944768,Low
298,Y12B62,exp1B,Ammonium,169,Y12B62_exp1B,A_5_30_S_A,A_5_30_S,3.08375,19.91575,A_5,30,S,A,195.2673333,156.2183927,146.7609679,200.0734427,160.736713,155.4592398,4.806109407,2.461297199,Low
880,Y12B62,exp2A,Nitrate,186,Y12B62_exp2A,N_5_30_F_A,N_5_30_F,5.8445,11.501,N_5,30,F,A,109.8043272,82.28039806,63.49561215,112.8779024,87.99624804,50.68895469,3.073575125,2.799138433,Low
866,Y12B62,exp3A,Nitrate,232,Y12B62_exp3A,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5,30,S,A,162.8169537,181.38295,133.2134874,181.8935585,205.931905,145.4444261,19.07660489,11.71659613,Elevated
304,Y12B63,exp1B,Ammonium,181,Y12B63_exp1B,A_5_30_S_A,A_5_30_S,3.08375,19.91575,A_5,30,S,A,202.5845317,224.0077848,190.3780117,202.0399437,228.3548257,189.6724345,-0.544587972,-0.268820115,Low
840,Y12B63,exp2A,Nitrate,202,Y12B63_exp2A,N_5_30_F_A,N_5_30_F,5.8445,11.501,N_5,30,F,A,100.0133819,40.31536301,27.75869428,180.5403189,118.9828689,94.01827609,80.52693693,80.5161623,Low
937,Y12B63,exp3A,Nitrate,237,Y12B63_exp3A,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5,30,S,A,154.971596,162.6195502,135.4388256,126.4003848,118.327917,73.88318741,-28.57121123,-18.436418,Elevated
276,Y12B64,exp1B,Ammonium,187,Y12B64_exp1B,A_5_30_S_A,A_5_30_S,3.08375,19.91575,A_5,30,S,A,190.5723236,209.7996791,173.2474403,206.3811322,231.1907375,188.9645528,15.80880856,8.295437794,Low
883,Y13B70,exp1B,Nitrate,166,Y13B70_exp1B,N_5_20_S_A,N_5_20_S,5.87925,8.4235,N_5,20,S,A,210.2743171,199.0567484,179.9750222,213.0534278,198.6087171,173.059027,2.77911071,1.321659606,Low
859,Y13B70,exp2A,Nitrate,194,Y13B70_exp2A,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5,30,S,A,96.13666155,83.14621573,62.85339362,111.1799717,111.0855697,71.40159139,15.04331019,15.64783918,Elevated
397,Y13B70,exp3A,Ammonium,235,Y13B70_exp3A,A_7.5_30_F_A,A_7.5_30_F,2.424,14.952,A_7.5,30,F,A,159.8901134,136.0549111,112.577387,169.7817408,142.6981761,124.195923,9.891627402,6.186515972,Low
900,Y13B71,exp1B,Nitrate,171,Y13B71_exp1B,N_5_20_S_A,N_5_20_S,5.87925,8.4235,N_5,20,S,A,166.0627867,130.6237168,106.0568962,158.1229422,114.7415294,82.90105995,-7.939844536,-4.781230456,Low
844,Y13B71,exp2A,Nitrate,207,Y13B71_exp2A,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5,30,S,A,123.9645915,77.07376337,57.40903841,163.951439,134.9791919,107.7552434,39.9868475,32.25666864,Elevated
459,Y13B71,exp3A,Ammonium,237,Y13B71_exp3A,A_7.5_30_F_A,A_7.5_30_F,2.424,14.952,A_7.5,30,F,A,176.8916322,192.1165097,164.2027288,152.182359,155.6881947,123.326073,-24.7092732,-13.96859359,Low
869,Y13B72,exp1B,Nitrate,184,Y13B72_exp1B,N_5_20_S_A,N_5_20_S,5.87925,8.4235,N_5,20,S,A,159.2388659,185.6228835,152.4545922,173.0421471,202.2346702,169.9367721,13.80328116,8.668286528,Low
931,Y13B72,exp2A,Nitrate,231,Y13B72_exp2A,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5,30,S,A,154.6630268,185.2570797,167.334526,130.6404098,155.9074472,125.9356352,-24.02261701,-15.53222998,Elevated
872,Y14B75,exp1A,Nitrate,162,Y14B75_exp1A,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5,30,S,A,166.8612826,182.7864916,144.8815451,178.564077,209.6010434,178.4772292,11.70279435,7.013486989,Elevated
939,Y14B75,exp2B,Nitrate,168,Y14B75_exp2B,N_5_30_F_A,N_5_30_F,5.8445,11.501,N_5,30,F,A,110.1736057,136.2616067,97.06739652,88.11936389,107.8177977,85.09590824,-22.05424181,-20.0177181,Low
876,Y14B76,exp1A,Nitrate,151,Y14B76_exp1A,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5,30,S,A,84.73251259,65.98977377,55.32186497,90.20406241,68.61039825,46.13063759,5.471549822,6.457438421,Elevated
888,Y14B76,exp2B,Nitrate,197,Y14B76_exp2B,N_5_30_F_A,N_5_30_F,5.8445,11.501,N_5,30,F,A,142.992104,135.5667234,92.69604012,142.0960115,143.0632619,107.153505,-0.896092506,-0.626672719,Low
446,Y15B80,exp1A,Ammonium,161,Y15B80_exp1A,A_7.5_30_F_A,A_7.5_30_F,2.424,14.952,A_7.5,30,F,A,151.6007328,122.4539084,95.44223143,137.0386298,110.5154027,75.29955447,-14.562103,-9.605562406,Low
874,Y15B80,exp2B,Nitrate,170,Y15B80_exp2B,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5,30,S,A,201.650899,163.6204692,133.6479172,214.7678496,190.5750794,168.8337214,13.11695056,6.504781592,Elevated
469,Y15B82,exp1A,Ammonium,145,Y15B82_exp1A,A_7.5_30_F_A,A_7.5_30_F,2.424,14.952,A_7.5,30,F,A,144.9239406,131.3609524,88.99808809,115.3847557,99.45357158,63.36576413,-29.53918491,-20.38254328,Low
914,Y15B82,exp2B,Nitrate,212,Y15B82_exp2B,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5,30,S,A,158.0915368,183.0005651,138.2743626,145.6380656,165.4296353,118.6059064,-12.45347119,-7.87738006,Elevated
463,Y17B87,exp1A,Ammonium,162,Y17B87_exp1A,A_7.5_20_S_A,A_7.5_20_S,2.461,13.123,A_7.5,20,S,A,198.2591814,230.5704137,206.5268418,167.153903,195.7582007,168.2077059,-31.10527834,-15.68919942,Low
402,Y17B87,exp2B,Ammonium,171,Y17B87_exp2B,A_7.5_30_F_A,A_7.5_30_F,2.424,14.952,A_7.5,30,F,A,144.0425484,117.9849694,84.75729536,148.7431749,139.4058597,107.0044778,4.700626528,3.263359737,Low
410,Y17B90,exp1A,Ammonium,154,Y17B90_exp1A,A_7.5_20_S_A,A_7.5_20_S,2.461,13.123,A_7.5,20,S,A,142.1373742,110.71947,106.1709859,143.8347667,115.0146485,101.9119965,1.697392507,1.194191547,Low
377,Y17B90,exp2B,Ammonium,213,Y17B90_exp2B,A_7.5_30_F_A,A_7.5_30_F,2.424,14.952,A_7.5,30,F,A,154.9479133,142.2205875,113.2720377,180.2708126,186.896634,162.3589648,25.32289928,16.34284628,Low
846,Y1B5,exp1A,Nitrate,168,Y1B5_exp1A,N_5_20_F_A,N_5_20_F,7.0775,5.2485,N_5,20,F,A,153.6622942,172.9578488,143.6561752,196.6880497,230.1773791,188.3948159,43.02575554,28.00020381,Elevated
889,Y1B5,exp2B,Nitrate,159,Y1B5_exp2B,N_5_20_F_A,N_5_20_F,7.0775,5.2485,N_5,20,F,A,123.379477,129.5169733,84.64514583,122.0218403,127.7766424,90.54007812,-1.357636694,-1.100374817,Elevated
864,Y1B8,exp1A,Nitrate,150,Y1B8_exp1A,N_5_20_F_A,N_5_20_F,7.0775,5.2485,N_5,20,F,A,173.0774972,168.3556799,158.0325707,196.7731554,177.2980069,161.9951806,23.69565815,13.69077929,Elevated
849,Y1B8,exp2B,Nitrate,192,Y1B8_exp2B,N_5_20_F_A,N_5_20_F,7.0775,5.2485,N_5,20,F,A,105.0703265,86.63027653,47.96031938,130.8359055,111.8408161,76.58960347,25.76557897,24.52222224,Elevated
417,Y20B100,exp2A,Ammonium,232,Y20B100_exp2A,A_7.5_30_F_A,A_7.5_30_F,2.424,14.952,A_7.5,30,F,A,131.5968648,146.0237276,115.3935491,131.2886761,145.4525879,107.8349589,-0.308188743,-0.234191555,Low
453,Y20B100,exp3A,Ammonium,241,Y20B100_exp3A,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5,30,S,A,159.9410591,116.3702581,90.01380351,140.9837917,90.9685777,63.29307482,-18.9572674,-11.85265842,Low
444,Y20B17,exp3A,Ammonium,237,Y20B17_exp3A,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5,30,S,A,145.3692396,157.6263341,121.0296254,133.4723653,138.823376,88.19932414,-11.89687429,-8.183900751,Low
441,Y20B21,exp1B,Ammonium,167,Y20B21_exp1B,A_7.5_20_F_A,A_7.5_20_F,3.24,11.789,A_7.5,20,F,A,143.2072549,103.9767994,83.38396148,131.708644,85.23815188,63.59952748,-11.49861093,-8.029349447,Low
460,Y20B21,exp3A,Ammonium,237,Y20B21_exp3A,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5,30,S,A,180.1734692,194.3501982,164.8426779,154.1630034,168.3431998,130.8766638,-26.01046582,-14.43634622,Low
404,Y20B95,exp1B,Ammonium,178,Y20B95_exp1B,A_7.5_20_F_A,A_7.5_20_F,3.24,11.789,A_7.5,20,F,A,189.7115181,170.6549243,136.4388645,193.6367479,160.120656,125.0738973,3.925229811,2.069051922,Low
380,Y20B95,exp2A,Ammonium,196,Y20B95_exp2A,A_7.5_30_F_A,A_7.5_30_F,2.424,14.952,A_7.5,30,F,A,86.54908225,74.08570534,66.18818824,98.38976466,91.54789275,77.19683436,11.84068241,13.68088731,Low
370,Y20B97,exp1B,Ammonium,184,Y20B97_exp1B,A_7.5_20_F_A,A_7.5_20_F,3.24,11.789,A_7.5,20,F,A,145.7816617,167.5647495,140.4957105,189.9464412,230.8303599,217.2984576,44.16477952,30.29515443,Low
457,Y20B97,exp2A,Ammonium,210,Y20B97_exp2A,A_7.5_30_F_A,A_7.5_30_F,2.424,14.952,A_7.5,30,F,A,175.3814793,170.9961929,126.6497878,153.4658798,141.2610232,97.62873913,-21.91559948,-12.49595999,Low
450,Y21B5628,exp1A,Ammonium,156,Y21B5628_exp1A,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5,30,S,A,206.4655227,201.2907256,153.6877666,183.7272247,216.3884202,180.7529029,-22.73829799,-11.01312108,Low
408,Y21B5628,exp2B,Ammonium,178,Y21B5628_exp2B,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5,30,S,A,164.654713,100.3677174,91.11684662,167.1428673,104.9638761,97.30944525,2.488154256,1.511134549,Low
387,Y21B9940,exp1A,Ammonium,158,Y21B9940_exp1A,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5,30,S,A,141.8720001,110.542642,94.81306822,157.133437,136.2772138,96.0102055,15.26143695,10.75718743,Low
399,Y21B9940,exp2B,Ammonium,225,Y21B9940_exp2B,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5,30,S,A,122.5799011,135.7087754,87.81551946,128.9605002,148.1119222,107.5729989,6.380599102,5.205257179,Low
462,Y23B1026,exp1B,Ammonium,187,Y23B1026_exp1B,A_7.5_20_S_A,A_7.5_20_S,2.461,13.123,A_7.5,20,S,A,215.0121591,245.0183121,218.6485308,182.8387047,206.4177179,176.821125,-32.17345442,-14.96355116,Low
461,Y23B1621,exp1B,Ammonium,190,Y23B1621_exp1B,A_7.5_20_S_A,A_7.5_20_S,2.461,13.123,A_7.5,20,S,A,225.5328296,224.4512458,211.2867306,192.6208723,184.2583024,172.75386,-32.9119573,-14.59297849,Low
414,Y23B1621,exp2A,Ammonium,174,Y23B1621_exp2A,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5,30,S,A,207.6842833,198.8677063,157.0737972,208.0158372,180.3098761,137.9527355,0.331553867,0.159643215,Low
433,Y23B2009,exp1B,Ammonium,169,Y23B2009_exp1B,A_7.5_20_S_A,A_7.5_20_S,2.461,13.123,A_7.5,20,S,A,178.470738,195.8722399,132.8224863,168.7599443,178.0293269,138.9612814,-9.7107937,-5.441112536,Low
364,Y23B2009,exp2A,Ammonium,226,Y23B2009_exp2A,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5,30,S,A,117.904431,90.96841661,51.43179659,249.1086962,237.282076,185.0198956,131.2042653,111.2801819,Low
418,Y23B3299,exp2A,Ammonium,198,Y23B3299_exp2A,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5,30,S,A,159.5473386,155.2363015,122.5479463,159.1686394,143.7719424,94.34311515,-0.378699247,-0.237358548,Low
899,Y2B13,exp1A,Nitrate,168,Y2B13_exp1A,N_5_30_F_A,N_5_30_F,5.8445,11.501,N_5,30,F,A,228.9778938,231.394037,183.5926403,218.0697505,232.6449259,192.1606973,-10.90814321,-4.763841187,Low
909,Y2B14,exp1A,Nitrate,150,Y2B14_exp1A,N_5_30_F_A,N_5_30_F,5.8445,11.501,N_5,30,F,A,206.9546589,215.7446516,187.8114459,193.5335296,203.1290465,174.636959,-13.42112927,-6.485057812,Low
388,Y3B25,exp1B,Ammonium,167,Y3B25_exp1B,A_7.5_30_F_A,A_7.5_30_F,2.424,14.952,A_7.5,30,F,A,181.507203,147.3728301,137.3901933,201.0174696,172.7264348,161.1523523,19.51026661,10.7490316,Low
926,Y3B25,exp2A,Nitrate,174,Y3B25_exp2A,N_5_20_F_A,N_5_20_F,7.0775,5.2485,N_5,20,F,A,232.1400168,185.368212,183.6890314,201.9196466,186.1515237,135.4174954,-30.22037011,-13.01816487,Elevated
431,Y3B26,exp1B,Ammonium,178,Y3B26_exp1B,A_7.5_30_F_A,A_7.5_30_F,2.424,14.952,A_7.5,30,F,A,165.5569172,148.1234381,139.8932909,156.8430309,134.2941217,113.1980668,-8.713886224,-5.26337792,Low
854,Y3B26,exp2A,Nitrate,199,Y3B26_exp2A,N_5_20_F_A,N_5_20_F,7.0775,5.2485,N_5,20,F,A,130.2559052,146.053603,109.8497703,154.833778,177.5858306,123.0395202,24.57787279,18.8689125,Elevated
412,Y3B27,exp1B,Ammonium,186,Y3B27_exp1B,A_7.5_30_F_A,A_7.5_30_F,2.424,14.952,A_7.5,30,F,A,160.7330639,163.4592297,132.434863,161.5439511,161.6203326,120.9838294,0.810887218,0.5044931,Low
867,Y3B27,exp2A,Nitrate,226,Y3B27_exp2A,N_5_20_F_A,N_5_20_F,7.0775,5.2485,N_5,20,F,A,193.6008113,189.691395,133.728164,212.2682571,227.6884985,173.6019417,18.66744577,9.642235299,Elevated
366,Y4B30,exp1B,Ammonium,169,Y4B30_exp1B,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5,30,S,A,88.57872885,82.5330759,75.42865406,142.2399051,158.5992533,143.3733766,53.66117628,60.58020585,Low
947,Y4B30,exp2A,Nitrate,187,Y4B30_exp2A,N_5_20_S_A,N_5_20_S,5.87925,8.4235,N_5,20,S,A,212.5293917,231.1526759,194.6768242,146.6365045,155.7923258,113.1203129,-65.89288723,-31.00412922,Low
425,Y4B30,exp3A,Ammonium,234,Y4B30_exp3A,A_7.5_20_F_A,A_7.5_20_F,3.24,11.789,A_7.5,20,F,A,198.7424967,197.6908057,158.6190344,193.3857425,182.097552,125.5637759,-5.356754205,-2.695323996,Low
