col_num,treat_ID_full,e_coli,abs_resp_rate_SA_corr,NO3_category,dose_level,temp,feed,symbiont,new_treat_ID_full
163,N_1.5_20_F_A,0,0.068920315,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
146,A_0_20_S_A,1,0.069207506,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
238,N_0_29_S_A,0,0.069302893,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
185,N_1.5_20_F_S,0,0.069310918,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
244,N_1.5_29_S_A,1,0.069346188,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic
150,N_18_20_F_A,0,0.069492138,Elevated,Elevated,20,Fed,Aposymbiotic,Elevated_20_Fed_Aposymbiotic
240,N_1.5_29_F_S,1,0.069497877,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
237,A_7.5_29_F_A,1,0.06973549,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
212,"A_0_20_F_A
",1,0.06976092,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
159,N_5_20_F_A,0,0.069820017,Elevated,Elevated,20,Fed,Aposymbiotic,Elevated_20_Fed_Aposymbiotic
187,A_10_29_F_A,1,0.069974251,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
240,A_10_29_F_S,0,0.070073064,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
223,N_0_20_F_S,1,0.070189379,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
247,N_18_29_S_S,0,0.070736872,Elevated,Elevated,29,Starved,Symbiotic,Elevated_29_Starved_Symbiotic
248,A_10_29_F_S,0,0.070756361,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
164,N_0_29_S_S,0,0.071109843,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
168,N_0_29_F_A,1,0.07143839,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
180,A_10_20_S_A,0,0.071571663,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
239,A_7.5_20_F_S,1,0.071616252,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
241,A_0_29_F_S,1,0.071623512,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
247,A_10_29_F_A,1,0.071760498,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
164,N_0_20_S_S,0,0.071908984,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
250,A_5_29_S_A,1,0.071933297,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
198,A_10_20_F_S,0,0.072064874,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
173,A_5_20_F_S,1,0.072101057,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
249,N_1.5_20_S_S,0,0.072162873,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
207,N_18_29_F_S,1,0.072482852,Elevated,Elevated,29,Fed,Symbiotic,Elevated_29_Fed_Symbiotic
167,N_0_29_F_A,0,0.072618821,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
149,N_0_20_S_S,0,0.072682676,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
151,N_1.5_29_S_A,1,0.072751498,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic
193,N_5_29_S_S,0,0.072762572,Elevated,Elevated,29,Starved,Symbiotic,Elevated_29_Starved_Symbiotic
168,N_5_29_F_A,0,0.073018261,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
255,A_0_29_S_S,1,0.073120982,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
223,N_1.5_29_F_S,0,0.073191137,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
169,N_5_20_S_A,0,0.073542425,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
225,N_1.5_29_S_S,1,0.073588375,Elevated,Elevated,29,Starved,Symbiotic,Elevated_29_Starved_Symbiotic
172,N_0_29_S_S,1,0.073622419,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
210,A_5_29_F_A,0,0.073635237,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
238,A_10_20_S_S,1,0.073818146,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
174,N_0_29_F_A,0,0.073999178,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
246,N_18_29_F_S,1,0.074061129,Elevated,Elevated,29,Fed,Symbiotic,Elevated_29_Fed_Symbiotic
173,N_18_29_S_S,1,0.074098739,Elevated,Elevated,29,Starved,Symbiotic,Elevated_29_Starved_Symbiotic
210,A_7.5_29_F_A,1,0.074222978,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
223,N_1.5_20_F_A,1,0.074366219,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
217,A_0_20_S_S,0,0.074392503,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
212,A_5_20_F_A,1,0.074558675,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
142,N_18_29_F_S,0,0.074607186,Elevated,Elevated,29,Fed,Symbiotic,Elevated_29_Fed_Symbiotic
237,N_18_29_S_A,0,0.0748534,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic
237,A_5_20_F_A,1,0.07508408,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
245,A_0_29_F_A,1,0.075418036,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
153,A_5_29_S_S,0,0.075480834,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
151,N_18_20_S_A,1,0.075586117,Elevated,Elevated,20,Starved,Aposymbiotic,Elevated_20_Starved_Aposymbiotic
226,N_0_29_F_A,1,0.075639082,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
196,A_10_20_F_A,0,0.075772303,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
184,A_7.5_20_F_A,1,0.075829081,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
184,N_1.5_20_F_A,1,0.075849499,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
189,N_5_29_S_S,0,0.075857754,Elevated,Elevated,29,Starved,Symbiotic,Elevated_29_Starved_Symbiotic
244,A_7.5_20_F_A,1,0.075858683,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
251,A_7.5_29_S_A,1,0.075894093,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
200,A_10_29_F_S,0,0.075937168,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
222,A_10_29_F_S,1,0.075942626,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
175,N_1.5_29_F_S,1,0.076110669,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
185,A_7.5_20_F_S,1,0.076132605,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
150,N_1.5_29_F_A,0,0.076194771,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
242,N_0_20_F_A,1,0.076250591,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
241,A_0_29_S_S,1,0.07640834,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
178,"A_0_20_F_A
",0,0.076521051,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
240,A_0_29_S_S,0,0.076530534,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
240,A_7.5_29_F_S,1,0.076712904,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
181,A_0_29_S_A,0,0.076755363,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
170,N_18_29_S_A,0,0.076772153,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic
233,A_7.5_29_F_S,1,0.076799296,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
206,N_1.5_20_F_S,1,0.077192806,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
155,N_1.5_29_S_S,1,0.077264588,Elevated,Elevated,29,Starved,Symbiotic,Elevated_29_Starved_Symbiotic
188,A_7.5_29_S_A,1,0.077327017,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
241,A_7.5_29_F_S,0,0.077498634,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
150,N_5_29_F_A,0,0.077549336,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
192,N_18_20_S_A,0,0.077610932,Elevated,Elevated,20,Starved,Aposymbiotic,Elevated_20_Starved_Aposymbiotic
242,A_5_20_F_A,0,0.077685347,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
240,A_10_29_S_S,0,0.077776991,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
242,A_7.5_29_S_A,0,0.077789688,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
155,N_5_29_S_S,1,0.077830158,Elevated,Elevated,29,Starved,Symbiotic,Elevated_29_Starved_Symbiotic
241,A_7.5_20_F_S,1,0.078028034,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
187,N_5_20_S_A,0,0.078198138,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
167,A_7.5_29_F_A,0,0.078201708,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
181,A_7.5_29_S_A,0,0.078468394,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
242,A_0_20_S_A,0,0.078687477,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
196,A_7.5_29_F_S,0,0.078841582,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
186,N_5_20_S_S,0,0.079091389,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
168,N_5_29_F_A,1,0.079092129,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
237,N_1.5_20_F_A,0,0.079101101,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
206,N_0_29_F_S,1,0.079231137,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
241,N_5_29_S_S,1,0.079358232,Elevated,Elevated,29,Starved,Symbiotic,Elevated_29_Starved_Symbiotic
187,A_5_20_S_A,1,0.07946249,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
241,A_7.5_20_S_S,1,0.079471842,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
171,A_10_29_F_A,0,0.079512339,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
222,A_10_20_S_S,1,0.079533301,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
169,A_7.5_20_S_A,1,0.079567353,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
226,N_0_29_F_A,1,0.079647971,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
225,N_0_29_S_S,1,0.079826683,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
252,N_0_29_S_S,1,0.07983327,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
170,N_18_20_S_A,0,0.079900531,Elevated,Elevated,20,Starved,Aposymbiotic,Elevated_20_Starved_Aposymbiotic
168,A_0_20_S_A,0,0.080115779,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
164,N_1.5_20_S_S,0,0.080163387,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
208,N_0_29_S_S,0,0.080239079,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
167,A_0_20_S_S,0,0.080367823,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
215,A_0_20_S_A,0,0.080429356,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
173,N_5_29_S_S,1,0.080459408,Elevated,Elevated,29,Starved,Symbiotic,Elevated_29_Starved_Symbiotic
237,A_10_29_F_A,1,0.080555356,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
245,A_10_29_S_S,0,0.08062195,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
157,A_5_29_S_A,1,0.080641366,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
194,N_18_20_F_A,0,0.080700117,Elevated,Elevated,20,Fed,Aposymbiotic,Elevated_20_Fed_Aposymbiotic
171,N_5_20_F_S,0,0.080904839,Elevated,Elevated,20,Fed,Symbiotic,Elevated_20_Fed_Symbiotic
241,A_5_20_F_S,1,0.081256991,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
254,A_0_20_S_S,0,0.081344918,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
242,"A_0_20_F_A
",0,0.081614983,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
152,"A_0_20_F_A
",1,0.081947941,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
237,A_10_20_S_A,0,0.082203887,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
201,A_5_20_S_S,0,0.082265278,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
242,A_10_20_S_A,0,0.082335983,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
171,A_7.5_29_S_S,0,0.082515827,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
171,A_7.5_29_S_S,1,0.082515827,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
155,A_0_29_S_A,1,0.082548858,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
240,A_7.5_29_S_S,0,0.082855854,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
162,N_5_29_S_A,1,0.08295419,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic
157,A_7.5_29_F_S,0,0.08307346,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
182,A_0_20_S_S,1,0.083088636,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
168,N_1.5_20_F_A,1,0.083640201,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
153,A_10_29_S_S,0,0.083708928,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
195,N_0_29_F_A,1,0.083731247,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
240,A_7.5_20_S_S,0,0.083890523,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
232,A_0_29_F_A,1,0.083913466,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
184,N_1.5_20_S_A,1,0.083989219,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
171,N_1.5_29_F_S,1,0.084072563,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
152,"A_0_20_F_A
",0,0.084220357,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
226,N_18_29_S_S,1,0.084310664,Elevated,Elevated,29,Starved,Symbiotic,Elevated_29_Starved_Symbiotic
237,N_5_29_S_A,1,0.084422222,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic
172,N_5_20_S_S,1,0.08451012,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
244,"A_0_20_F_A
",1,0.084561289,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
174,N_1.5_20_F_A,1,0.084661216,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
166,N_18_29_S_S,0,0.08473897,Elevated,Elevated,29,Starved,Symbiotic,Elevated_29_Starved_Symbiotic
239,N_1.5_29_F_S,0,0.085099629,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
171,N_5_29_F_S,1,0.085524744,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
164,N_5_20_S_S,0,0.085590869,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
245,A_0_29_S_S,0,0.085597999,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
231,"A_0_20_F_A
",1,0.085719309,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
182,A_10_29_F_S,1,0.085761973,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
218,N_5_29_S_S,1,0.085889663,Elevated,Elevated,29,Starved,Symbiotic,Elevated_29_Starved_Symbiotic
239,N_0_29_F_S,1,0.085989784,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
237,N_5_29_F_A,0,0.086255645,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
171,A_0_20_S_A,1,0.086258968,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
239,N_5_29_F_S,0,0.08647684,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
146,A_5_20_S_A,0,0.086572476,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
182,A_5_29_S_S,1,0.086852766,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
166,N_5_29_S_S,0,0.086899968,Elevated,Elevated,29,Starved,Symbiotic,Elevated_29_Starved_Symbiotic
178,A_0_29_S_A,1,0.087078377,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
185,A_10_29_S_S,1,0.087273531,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
251,A_10_29_S_A,1,0.087412448,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
240,A_0_20_S_S,0,0.087414988,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
241,N_0_20_S_S,1,0.087499499,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
229,N_0_29_S_A,1,0.087619858,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
171,A_10_29_S_S,0,0.087780193,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
163,N_18_29_S_A,1,0.087885845,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic
157,A_7.5_20_S_S,0,0.087918457,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
165,N_1.5_29_S_S,0,0.088011716,Elevated,Elevated,29,Starved,Symbiotic,Elevated_29_Starved_Symbiotic
186,N_0_20_S_S,1,0.088015865,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
162,A_7.5_20_S_A,0,0.088052864,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
157,A_5_20_S_S,1,0.088101673,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
185,N_18_20_F_S,1,0.088364597,Elevated,Elevated,20,Fed,Symbiotic,Elevated_20_Fed_Symbiotic
246,N_1.5_29_F_S,0,0.088555597,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
241,A_10_29_F_S,1,0.088750393,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
186,N_1.5_20_S_S,0,0.088975806,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
150,N_5_20_S_A,0,0.089304534,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
218,N_18_29_S_S,1,0.089381283,Elevated,Elevated,29,Starved,Symbiotic,Elevated_29_Starved_Symbiotic
241,N_5_29_S_A,0,0.089503877,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic
241,A_0_20_F_S,1,0.089653481,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
244,N_5_29_S_A,1,0.089673922,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic
216,A_5_20_S_A,1,0.089939198,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
232,A_10_29_F_A,1,0.089959943,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
198,A_7.5_29_S_A,1,0.090009276,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
196,A_10_20_F_S,0,0.090328546,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
184,N_18_29_F_A,1,0.090555026,Elevated,Elevated,29,Fed,Aposymbiotic,Elevated_29_Fed_Aposymbiotic
237,A_7.5_29_S_A,1,0.090599994,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
161,N_1.5_29_F_S,0,0.090699283,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
242,A_0_29_S_A,0,0.090711658,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
241,N_18_29_S_S,1,0.090770246,Elevated,Elevated,29,Starved,Symbiotic,Elevated_29_Starved_Symbiotic
240,N_5_29_F_S,1,0.091068514,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
241,A_10_20_S_S,1,0.091152409,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
209,A_5_20_F_A,0,0.091867015,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
152,N_18_29_S_S,0,0.091924684,Elevated,Elevated,29,Starved,Symbiotic,Elevated_29_Starved_Symbiotic
144,A_5_20_S_S,0,0.092086202,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
157,A_5_29_S_S,1,0.092303003,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
239,N_18_29_S_S,0,0.092416536,Elevated,Elevated,29,Starved,Symbiotic,Elevated_29_Starved_Symbiotic
157,A_7.5_29_S_S,1,0.092539161,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
171,N_0_20_F_S,1,0.09258878,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
242,N_1.5_20_F_A,1,0.092744897,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
217,A_7.5_20_S_S,0,0.092787646,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
155,N_18_29_S_S,1,0.093374609,Elevated,Elevated,29,Starved,Symbiotic,Elevated_29_Starved_Symbiotic
244,N_18_29_S_A,1,0.093659017,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic
178,A_10_29_F_A,0,0.093881521,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
225,N_18_20_S_S,1,0.094002391,Elevated,Elevated,20,Starved,Symbiotic,Elevated_20_Starved_Symbiotic
241,N_0_29_S_S,0,0.094159604,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
167,A_5_20_S_S,0,0.0942092,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
232,A_7.5_20_F_A,1,0.094291373,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
237,A_0_29_S_A,0,0.094375365,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
220,A_0_29_F_S,1,0.09451913,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
172,N_0_20_S_S,1,0.094563374,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
240,A_10_20_F_S,0,0.094899989,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
198,A_0_29_S_A,0,0.095361292,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic
237,N_18_29_S_A,1,0.095366977,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic
170,"A_0_20_F_A
",0,0.095456951,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
170,A_10_20_F_A,0,0.095655223,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
193,N_18_20_S_S,0,0.095784986,Elevated,Elevated,20,Starved,Symbiotic,Elevated_20_Starved_Symbiotic
239,N_1.5_29_S_S,0,0.095941011,Elevated,Elevated,29,Starved,Symbiotic,Elevated_29_Starved_Symbiotic
192,N_5_20_F_A,1,0.095944451,Elevated,Elevated,20,Fed,Aposymbiotic,Elevated_20_Fed_Aposymbiotic
147,N_18_20_F_S,0,0.095961684,Elevated,Elevated,20,Fed,Symbiotic,Elevated_20_Fed_Symbiotic
206,N_0_20_F_S,1,0.09637487,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
172,N_1.5_20_S_S,1,0.096420094,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
144,A_10_20_F_A,0,0.09646691,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
207,N_5_29_F_S,1,0.096614298,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
157,A_0_29_S_S,0,0.09676817,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic
166,N_1.5_20_S_A,0,0.096813203,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
190,A_7.5_20_S_A,0,0.097327146,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic
183,N_0_29_F_A,1,0.097586569,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
145,N_0_20_F_S,1,0.098087823,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
222,A_5_20_S_S,1,0.098164151,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
152,A_5_20_F_A,0,0.098170838,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
222,A_7.5_20_S_S,1,0.098215003,Low,Low,20,Starved,Symbiotic,Low_20_Starved_Symbiotic
150,N_5_20_F_A,0,0.098241768,Elevated,Elevated,20,Fed,Aposymbiotic,Elevated_20_Fed_Aposymbiotic
147,N_0_29_F_S,1,0.098439963,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic
210,N_18_20_S_A,1,0.098503725,Elevated,Elevated,20,Starved,Aposymbiotic,Elevated_20_Starved_Aposymbiotic
170,N_5_29_F_A,1,0.098982386,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
242,N_1.5_29_F_A,1,0.099112804,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic
237,"A_0_20_F_A
",0,0.099212535,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic
239,N_0_20_F_S,1,0.099494056,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
171,N_18_29_F_S,1,0.100003909,Elevated,Elevated,29,Fed,Symbiotic,Elevated_29_Fed_Symbiotic
252,A_10_20_F_S,0,0.101339864,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic
