,row_number,exp_num,subrun,N_species,N_dose,temp,row_number.1,food,sym_state,treat_ID,beetag,image_day,beetag_day_concat,image_name,beetag_exprun_day,CoralR,CoralG,CoralB,RedR,RedG,RedB,GreenR,GreenG,GreenB,BlueR,BlueG,BlueB,Red,Green,Blue,QC_or_no
2219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2221,743,3,A,A,10,20,743,F,S,A_10_20_F_S,R11W53,1,R11W53_day1,R11W53_3A_day1.JPG,R11W53_exp3A_day1,181.0308,112.6461,90.61405,242.2618,63.47567,70.04954,92.1022,156.9612,50.874,164.4435,201.5487,227.647,0.52132,0.28289,0.17441,0
2222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2224,744,3,A,A,10,20,744,S,A,A_10_20_S_A,R11W54,1,R11W54_day1,R11W54_3A_day1.JPG,R11W54_exp3A_day1,142.6589,74.66404,47.51112,248.4961,53.47976,61.83351,146.9728,202.8369,74.87781,189.5546,210.6453,227.5416,0.41953,0.24161,0.015291,0
2225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2227,745,3,A,A,10,20,745,S,A,A_10_20_S_A,R13W62,1,R13W62_day1,R13W62_3A_day1.JPG,R13W62_exp3A_day1,159.0952,114.6914,69.96151,239.8716,46.99184,56.93398,133.8237,191.821,64.07105,177.2242,198.9431,213.7268,0.36073,0.39139,0.11392,0
2228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2230,746,3,A,A,10,20,746,S,A,A_10_20_S_A,R13W63,1,R13W63_day1,R13W63_3A_day1.JPG,R13W63_exp3A_day1,130.1667,99.79734,67.50941,245.3742,58.40267,66.03525,144.2315,207.8715,82.11551,184.2447,213.1674,232.382,0.27808,0.29027,0.10892,0
2231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2233,747,3,A,A,10,30,747,F,A,A_10_30_F_A,R15W79,1,R15W79_day1,R15W79_3A_day1.JPG,R15W79_exp3A_day1,126.4333,65.10461,38.5452,219.5906,38.83984,45.78737,107.5101,170.96,49.04885,142.744,175.1853,197.2692,0.4325,0.24852,0.033215,0
2234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2236,748,3,A,A,10,30,748,F,A,A_10_30_F_A,R17W80,1,R17W80_day1,R17W80_3A_day1.JPG,R17W80_exp3A_day1,161.0527,126.5761,86.67439,203.1013,24.20284,34.70252,103.186,159.7574,43.2135,147.0248,174.0226,199.1881,0.37205,0.43546,0.27585,0
2237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2239,749,3,A,A,10,30,749,F,A,A_10_30_F_A,R17W82,1,R17W82_day1,R17W82_3A_day1.JPG,R17W82_exp3A_day1,163.2883,142.443,118.4307,210.0313,26.9514,36.31013,97.86331,156.0826,40.37807,131.9669,162.3259,187.8334,0.30519,0.342,0.49799,0
2240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2242,750,3,A,A,10,30,750,F,S,A_10_30_F_S,R17W83,1,R17W83_day1,R17W83_3A_day1.JPG,R17W83_exp3A_day1,170.2023,155.4292,131.1836,201.2597,34.97243,47.24573,85.81238,161.309,56.83935,121.9172,168.261,207.7732,0.40472,0.43827,0.41945,0
2243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2245,751,3,A,A,10,30,751,F,S,A_10_30_F_S,R17W84,1,R17W84_day1,R17W84_3A_day1.JPG,R17W84_exp3A_day1,152.9789,81.63612,65.90364,220.4206,29.5519,40.81046,127.006,182.7858,47.38698,144.711,167.7227,183.4058,0.45156,0.17839,0.21276,0
2246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2248,752,3,A,A,10,30,752,S,S,A_10_30_S_S,R1W7,1,R1W7_day1,R1W7_3A_day1.JPG,R1W7_exp3A_day1,145.6396,76.45766,58.61925,248.587,57.35375,64.98146,149.7463,203.1387,74.99237,188.5562,206.8069,221.7008,0.41821,0.17375,0.083057,0
2249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2251,753,3,A,A,10,30,753,S,S,A_10_30_S_S,R21W100,1,R21W100_day1,R21W100_3A_day1.JPG,R21W100_exp3A_day1,151.1698,92.68974,84.62567,218.0143,38.54373,48.75789,103.7863,163.3915,50.76733,145.1048,173.4091,196.3302,0.42597,0.16761,0.28191,0
2252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2254,754,3,A,A,10,30,754,S,A,A_10_30_S_A,R21W55,1,R21W55_day1,R21W55_3A_day1.JPG,R21W55_exp3A_day1,131.2183,79.17915,64.73266,210.8907,30.16326,42.1083,102.9449,159.5826,44.62181,143.7004,172.4603,194.0667,0.38417,0.2038,0.20334,0
2255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2257,755,3,A,A,10,30,755,S,A,A_10_30_S_A,R21W94,1,R21W94_day1,R21W94_3A_day1.JPG,R21W94_exp3A_day1,143.5002,122.7274,98.10192,212.0116,27.73629,39.81211,105.8649,165.4932,44.05562,139.6401,169.0021,191.698,0.27192,0.30194,0.38589,0
2258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2260,756,3,A,A,10,30,756,S,A,A_10_30_S_A,R21W95,1,R21W95_day1,R21W95_3A_day1.JPG,R21W95_exp3A_day1,139.7121,121.2997,100.048,207.2116,31.03825,42.18874,96.41809,157.5252,51.50592,130.1136,163.3602,191.6388,0.28862,0.32949,0.36997,0
2261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2263,757,3,A,A,5,30,757,S,A,A_5_30_S_A,R21W97,1,R21W97_day1,R21W97_3A_day1.JPG,R21W97_exp3A_day1,124.3151,125.0594,122.3851,203.6042,33.48594,47.69987,86.13271,155.9356,58.92524,121.344,164.4881,200.9371,0.21833,0.24224,0.48621,0
2264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2266,758,3,A,A,7.5,30,758,F,A,A_7.5_30_F_A,Y12B67,1,Y12B67_day1,Y12B67_3A_day1.JPG,Y12B67_exp3A_day1,135.5444,74.30611,52.66671,230.9109,36.07913,48.27223,118.3459,182.4431,57.18404,156.72,188.3055,209.6337,0.40498,0.22847,0.095655,0
2267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2269,759,3,A,A,7.5,30,759,F,A,A_7.5_30_F_A,Y13B70,1,Y13B70_day1,Y13B70_3A_day1.JPG,Y13B70_exp3A_day1,145.3142,98.64632,77.38999,207.7876,28.55238,38.38871,100.822,167.3759,46.61271,134.1378,168.5056,196.7992,0.40782,0.26786,0.25025,0
2270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2272,760,3,A,A,7.5,30,760,F,A,A_7.5_30_F_A,Y13B71,1,Y13B71_day1,Y13B71_3A_day1.JPG,Y13B71_exp3A_day1,158.6062,141.034,123.8736,200.5427,25.43227,41.3977,94.3701,163.7731,52.13265,131.0496,169.3447,204.9876,0.33523,0.34496,0.44887,0
2273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2275,761,3,A,A,7.5,30,761,F,S,A_7.5_30_F_S,Y13B72,1,Y13B72_day1,Y13B72_3A_day1.JPG,Y13B72_exp3A_day1,168.0956,146.7581,122.9683,209.2536,28.74435,37.54831,110.3739,170.4374,53.19377,144.7452,177.1046,202.8405,0.31025,0.3278,0.46284,0
2276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2278,762,3,A,A,7.5,30,762,F,S,A_7.5_30_F_S,Y13B73,1,Y13B73_day1,Y13B73_3A_day1.JPG,Y13B73_exp3A_day1,123.1753,59.48092,50.12726,230.0034,43.58397,52.97631,119.48,179.9028,57.79445,161.4724,190.306,213.0694,0.39837,0.12625,0.10197,0
2279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2281,763,3,A,A,7.5,30,763,S,S,A_7.5_30_S_S,Y13B74,1,Y13B74_day1,Y13B74_3A_day1.JPG,Y13B74_exp3A_day1,96.1061,33.1242,17.1316,230.1161,35.53853,44.66424,117.5049,172.3411,41.6882,147.7626,169.1893,188.1144,0.36128,0.14379,-0.02658,0
2282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2284,764,3,A,A,7.5,30,764,S,A,A_7.5_30_S_A,Y20B100,1,Y20B100_day1,Y20B100_3A_day1.JPG,Y20B100_exp3A_day1,153.6904,95.4179,72.00652,220.9322,43.8585,50.74912,104.5332,175.6814,60.00811,151.2406,192.527,225.2451,0.47077,0.27047,0.14156,0
2285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2287,765,3,A,A,7.5,30,765,S,A,A_7.5_30_S_A,Y20B17,1,Y20B17_day1,Y20B17_3A_day1.JPG,Y20B17_exp3A_day1,133.1311,105.8675,76.10782,202.5655,20.31988,35.83158,95.58176,151.9609,40.67789,131.8937,158.0143,185.0551,0.30441,0.37542,0.26981,0
2288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2290,766,3,A,A,7.5,30,766,S,A,A_7.5_30_S_A,Y20B21,1,Y20B21_day1,Y20B21_3A_day1.JPG,Y20B21_exp3A_day1,169.0841,139.6277,110.3082,199.7119,18.90905,31.59856,98.90445,156.4027,37.24703,145.0306,173.9344,193.9257,0.34751,0.35748,0.44353,0
2291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2293,767,3,A,A,7.5,30,767,S,S,A_7.5_30_S_S,Y20B95,1,Y20B95_day1,Y20B95_3A_day1.JPG,Y20B95_exp3A_day1,133.7231,120.0526,102.6905,210.1872,32.04498,45.68854,103.2997,171.2048,59.32238,139.3629,175.3042,209.9754,0.25966,0.29506,0.3492,0
2294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2296,768,3,A,A,7.5,20,768,F,A,A_7.5_20_F_A,Y3B29,1,Y3B29_day1,Y3B29_3A_day1.JPG,Y3B29_exp3A_day1,177.2803,111.2693,77.241,242.8363,71.11428,71.5951,127.2582,192.7166,70.02293,165.9244,198.2851,218.204,0.51369,0.29414,0.091049,0
2297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2299,769,3,A,A,7.5,20,769,F,A,A_7.5_20_F_A,Y4B30,1,Y4B30_day1,Y4B30_3A_day1.JPG,Y4B30_exp3A_day1,176.3088,138.4267,107.5059,197.4405,23.57632,38.8012,91.23051,154.0567,43.41133,135.3075,170.1814,195.2671,0.44491,0.42408,0.36787,0
2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2302,770,3,A,A,7.5,20,770,F,A,A_7.5_20_F_A,Y4B31,1,Y4B31_day1,Y4B31_3A_day1.JPG,Y4B31_exp3A_day1,164.2322,132.7241,97.87675,204.6045,28.93748,41.39307,105.3501,164.2648,49.26417,138.0745,167.938,188.2393,0.37083,0.40201,0.33321,0
2303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2305,771,3,A,A,7.5,20,771,F,S,A_7.5_20_F_S,Y4B32,1,Y4B32_day1,Y4B32_3A_day1.JPG,Y4B32_exp3A_day1,134.4764,117.4035,98.45621,234.1982,43.44704,49.96222,112.9408,170.2695,51.89454,146.6695,173.9148,193.215,0.21608,0.23561,0.39041,0
2306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2308,772,3,A,A,7.5,20,772,F,S,A_7.5_20_F_S,Y4B33,1,Y4B33_day1,Y4B33_3A_day1.JPG,Y4B33_exp3A_day1,143.5876,67.85677,56.77827,247.8952,43.74757,54.50254,123.6849,173.2764,44.29397,171.7919,186.8495,202.3129,0.41452,0.13711,0.13896,0
2309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2311,773,3,A,A,7.5,20,773,S,A,A_7.5_20_S_A,Y4B34,1,Y4B34_day1,Y4B34_3A_day1.JPG,Y4B34_exp3A_day1,130.0323,67.53759,56.67596,217.369,48.61057,76.91667,105.0623,178.7837,92.67609,131.5301,174.9228,227.0019,0.48216,0.27013,-0.02399,0
2312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2314,774,3,B,A,7.5,20,774,F,A,A_7.5_20_F_A,O14Y13,1,O14Y13_day1,O14Y13_3B_day1.JPG,O14Y13_exp3B_day1,174.886,146.1602,116.501,225.1405,49.90356,59.89102,124.4034,190.7707,72.72379,171.2759,201.081,223.4903,0.347,0.34086,0.31738,0
2315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2317,775,3,B,A,7.5,20,775,F,A,A_7.5_20_F_A,O14Y14,1,O14Y14_day1,O14Y14_3B_day1.JPG,O14Y14_exp3B_day1,151.0762,141.574,123.858,230.336,54.99546,64.91062,133.0419,202.3593,85.24539,154.1854,182.9358,207.4929,0.22528,0.25847,0.42026,0
2318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2320,776,3,B,A,7.5,20,776,F,S,A_7.5_20_F_S,O14Y15,1,O14Y15_day1,O14Y15_3B_day1.JPG,O14Y15_exp3B_day1,170.2115,115.5494,71.42647,246.4048,65.57605,72.38362,121.9282,182.5701,72.23416,193.3265,220.4918,242.2606,0.45232,0.43379,0.030345,0
2321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2323,777,3,B,A,7.5,20,777,F,S,A_7.5_20_F_S,O14Y17,1,O14Y17_day1,O14Y17_3B_day1.JPG,O14Y17_exp3B_day1,112.6128,47.75658,34.11112,240.8699,47.07423,56.16408,143.825,198.1748,71.35569,189.6896,207.7499,221.6662,0.37425,0.1361,0.01525,0
2324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2326,778,3,B,A,7.5,20,778,S,A,A_7.5_20_S_A,O14Y20,1,O14Y20_day1,O14Y20_3B_day1.JPG,O14Y20_exp3B_day1,151.8143,78.12196,38.89207,250.6979,66.32858,74.4641,112.3756,168.1357,55.05736,205.481,225.9134,242.1927,0.50343,0.37181,-0.07872,0
2327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2329,779,3,B,A,7.5,20,779,S,A,A_7.5_20_S_A,O15Y21,1,O15Y21_day1,O15Y21_3B_day1.JPG,O15Y21_exp3B_day1,163.3413,137.2438,116.0907,197.0613,17.44697,34.14912,109.4912,170.4004,53.49787,153.9654,180.152,204.9328,0.31578,0.31743,0.431,0
2330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2332,780,3,B,A,7.5,20,780,S,S,A_7.5_20_S_S,O15Y22,1,O15Y22_day1,O15Y22_3B_day1.JPG,O15Y22_exp3B_day1,178.0327,159.5404,132.0187,244.8834,56.4486,69.67266,116.0388,176.5388,63.66076,174.9233,201.8897,225.19,0.27061,0.35834,0.40123,0
2333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2335,781,3,B,A,7.5,20,781,S,S,A_7.5_20_S_S,O15Y23,1,O15Y23_day1,O15Y23_3B_day1.JPG,O15Y23_exp3B_day1,148.9536,80.44749,43.27395,251.9449,65.01708,68.97952,144.2628,204.908,78.3856,185.8136,206.918,223.4117,0.45817,0.30119,-0.05344,0
2336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
