,row_number,exp_num,subrun,N_species,N_dose,temp,row_number.1,food,sym_state,treat_ID,beetag,image_day,beetag_day_concat,image_name,beetag_exprun_day,CoralR,CoralG,CoralB,RedR,RedG,RedB,GreenR,GreenG,GreenB,BlueR,BlueG,BlueB,Red,Green,Blue,QC_or_no
2099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2101,703,3,A,A,0,20,703,F,A,CNTRL_20_F_A,B23G35,1,B23G35_day1,B23G35_3A_day1.JPG,B23G35_exp3A_day1,154.5947,136.5178,107.323,196.0576,33.83206,46.24211,92.81712,157.3417,60.64448,127.1456,163.7693,194.0534,0.36413,0.45058,0.32547,0
2102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2104,704,3,A,A,0,20,704,F,S,CNTRL_20_F_S,B23G36,1,B23G36_day1,B23G36_3A_day1.JPG,B23G36_exp3A_day1,133.3304,73.74318,55.31541,236.4773,46.47433,54.62311,126.6653,180.9191,59.58844,163.3233,183.4938,200.4611,0.38103,0.1935,0.1146,0
2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2107,705,3,A,A,0,20,705,F,S,CNTRL_20_F_S,B23G37,1,B23G37_day1,B23G37_3A_day1.JPG,B23G37_exp3A_day1,136.3275,84.12115,61.7609,221.0084,47.55609,56.13509,115.9386,181.3155,64.48717,151.4331,185.9574,212.8834,0.41494,0.24631,0.10609,0
2108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2110,706,3,A,A,0,20,706,S,A,CNTRL_20_S_A,B24G38,1,B24G38_day1,B24G38_3A_day1.JPG,B24G38_exp3A_day1,101.9444,93.83842,69.71535,220.4927,44.48321,55.11853,113.3349,178.2813,68.69342,157.271,193.301,224.0257,0.18843,0.28791,0.17655,0
2111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2113,707,3,A,A,0,20,707,S,A,CNTRL_20_S_A,B24G39,1,B24G39_day1,B24G39_3A_day1.JPG,B24G39_exp3A_day1,168.7859,145.6206,123.5333,188.61,24.04579,35.75991,83.11358,141.1977,42.0114,131.6952,163.8052,189.7057,0.37657,0.39578,0.49255,0
2114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2116,708,3,A,A,0,20,708,S,A,CNTRL_20_S_A,B24G40,1,B24G40_day1,B24G40_3A_day1.JPG,B24G40_exp3A_day1,138.2379,123.0704,104.3478,213.8277,35.30765,52.22977,92.46725,158.0502,58.66046,123.7587,160.6208,198.5825,0.29039,0.36784,0.34043,0
2117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2119,709,3,A,A,0,20,709,S,S,CNTRL_20_S_S,B24G41,1,B24G41_day1,B24G41_3A_day1.JPG,B24G41_exp3A_day1,132.4993,72.3994,60.15508,214.6069,31.26242,42.64329,105.8785,151.5313,34.53425,141.1817,158.078,172.1499,0.39004,0.16893,0.21893,0
2120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2122,710,3,A,A,0,20,710,S,S,CNTRL_20_S_S,B24G42,1,B24G42_day1,B24G42_3A_day1.JPG,B24G42_exp3A_day1,121.3956,60.91223,41.94658,221.6521,32.40264,43.31938,118.9422,172.1841,44.20494,167.5359,187.486,203.6937,0.38218,0.19132,0.083131,0
2123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2125,711,3,A,A,0,30,711,F,A,CNTRL_30_F_A,B28G59,1,B28G59_day1,B28G59_3A_day1.JPG,B28G59_exp3A_day1,164.9936,140.6537,111.2319,199.3242,21.94366,33.63328,106.8166,168.9537,48.48391,136.9459,163.2695,187.5678,0.33027,0.36491,0.43948,0
2126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2128,712,3,A,A,0,30,712,F,A,CNTRL_30_F_A,B28G60,1,B28G60_day1,B28G60_3A_day1.JPG,B28G60_exp3A_day1,126.6508,118.9953,111.9477,203.7889,44.89472,70.9033,83.04467,160.5925,77.78545,113.1848,159.4471,218.2016,0.31366,0.37937,0.27589,0
2129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2131,713,3,A,A,0,30,713,F,S,CNTRL_30_F_S,B28G62,1,B28G62_day1,B28G62_3A_day1.JPG,B28G62_exp3A_day1,144.3408,73.53298,45.42197,225.699,37.5719,46.44233,114.391,168.64,46.91821,159.7336,183.5179,203.0494,0.46216,0.27342,0.054814,0
2132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2134,714,3,A,A,0,30,714,F,S,CNTRL_30_F_S,B28G63,1,B28G63_day1,B28G63_3A_day1.JPG,B28G63_exp3A_day1,131.1585,57.12834,26.65598,222.8044,29.50022,41.84748,119.3003,172.7785,45.5082,158.0999,180.216,195.3236,0.45753,0.28062,-0.02693,0
2135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2137,715,3,A,A,0,30,715,S,A,CNTRL_30_S_A,B29G64,1,B29G64_day1,B29G64_3A_day1.JPG,B29G64_exp3A_day1,149.141,117.7909,85.73946,224.9717,29.74641,42.77806,111.3887,169.7305,49.46959,159.2138,186.9086,211.7132,0.3032,0.35324,0.26118,0
2138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2140,716,3,A,A,0,30,716,S,A,CNTRL_30_S_A,B29G65,1,B29G65_day1,B29G65_3A_day1.JPG,B29G65_exp3A_day1,153.701,128.3772,93.92096,199.8923,25.8185,42.28936,92.38739,161.5909,52.04793,121.7535,159.2706,197.4773,0.38913,0.46695,0.2692,0
2141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2143,717,3,A,A,0,30,717,S,A,CNTRL_30_S_A,B29G67,1,B29G67_day1,B29G67_3A_day1.JPG,B29G67_exp3A_day1,177.362,165.6604,151.1144,185.4398,23.26869,38.93142,82.81764,153.8234,57.40662,129.15,176.1892,216.3623,0.40862,0.43007,0.5108,0
2144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2146,718,3,A,A,0,30,718,S,S,CNTRL_30_S_S,B29G70,1,B29G70_day1,B29G70_3A_day1.JPG,B29G70_exp3A_day1,124.5607,68.78366,50.4815,233.0006,48.45708,55.54468,126.207,193.0803,61.63364,153.7768,182.6081,206.8845,0.38009,0.17625,0.089454,0
2147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2149,719,3,A,A,0,30,719,S,S,CNTRL_30_S_S,B29G71,1,B29G71_day1,B29G71_3A_day1.JPG,B29G71_exp3A_day1,127.6704,66.55284,39.98051,226.0511,40.3792,48.62398,113.4833,181.8155,54.23248,132.2555,165.4936,190.5297,0.42412,0.2421,0.032691,0
2150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2152,720,3,A,A,5,20,720,F,A,A_5_20_F_A,G30Y75,1,G30Y75_day1,G30Y75_3A_day1.JPG,G30Y75_exp3A_day1,171.5682,144.6214,136.3706,165.0484,12.1847,39.73308,93.51428,158.8186,75.83433,101.1725,132.8501,187.1958,0.48772,0.53001,0.41026,0
2153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2155,721,3,A,A,5,20,721,F,A,A_5_20_F_A,G30Y76,1,G30Y76_day1,G30Y76_3A_day1.JPG,G30Y76_exp3A_day1,164.408,136.5816,111.8216,214.9684,42.2378,50.161,109.3379,172.5519,55.2833,127.0376,160.8664,185.4019,0.359,0.32122,0.41022,0
2156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2158,722,3,A,A,5,20,722,F,A,A_5_20_F_A,G30Y77,1,G30Y77_day1,G30Y77_3A_day1.JPG,G30Y77_exp3A_day1,159.5751,136.9971,104.7311,210.4686,37.74405,47.14758,93.72213,160.5889,57.58332,113.4272,147.2435,181.1082,0.37358,0.45766,0.33551,0
2159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2161,723,3,A,A,5,20,723,S,A,A_5_20_S_A,G32Y87,1,G32Y87_day1,G32Y87_3A_day1.JPG,G32Y87_exp3A_day1,143.9645,116.101,88.53903,196.3849,31.15132,40.44388,113.6837,173.021,59.5414,124.2918,152.6822,175.8549,0.34228,0.33452,0.3115,0
2162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2164,724,3,A,A,5,20,724,S,A,A_5_20_S_A,G32Y88,1,G32Y88_day1,G32Y88_3A_day1.JPG,G32Y88_exp3A_day1,166.6867,137.0859,101.1516,103.3071,165.7408,60.46302,220.7453,47.3259,59.15315,142.5786,177.0231,204.209,0.44925,0.38239,0.25155,0
2165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2167,725,3,A,A,5,20,725,S,A,A_5_20_S_A,G32Y90,1,G32Y90_day1,G32Y90_3A_day1.JPG,G32Y90_exp3A_day1,185.7397,169.3067,159.9036,178.6053,19.46024,36.01303,89.64823,162.2067,70.41763,125.8801,170.5594,209.1716,0.4458,0.41356,0.54848,0
2168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2170,726,3,A,A,5,20,726,S,S,A_5_20_S_S,G32Y92,1,G32Y92_day1,G32Y92_3A_day1.JPG,G32Y92_exp3A_day1,146.5275,82.88335,53.32021,191.7143,11.13266,25.43573,99.28228,159.742,45.36354,130.9279,158.8704,184.046,0.49052,0.34968,0.13573,0
2171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2173,727,3,A,A,5,20,727,S,S,A_5_20_S_S,G32Y93,1,G32Y93_day1,G32Y93_3A_day1.JPG,G32Y93_exp3A_day1,159.4498,100.7197,70.21462,203.3996,39.89959,51.20551,110.9842,180.3408,76.29978,151.3976,195.0344,228.0481,0.53379,0.37144,0.063762,0
2174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2176,728,3,A,A,5,30,728,F,A,A_5_30_F_A,G34Y5,1,G34Y5_day1,G34Y5_3A_day1.JPG,G34Y5_exp3A_day1,161.0225,126.3522,127.6379,191.1839,17.51201,53.46531,73.79184,137.0079,51.28561,134.1532,164.8356,223.3179,0.41768,0.41662,0.37588,0
2177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2179,729,3,A,A,5,30,729,F,A,A_5_30_F_A,G35Y12,1,G35Y12_day1,G35Y12_3A_day1.JPG,G35Y12_exp3A_day1,165.0585,123.4684,93.45563,218.7999,28.29775,38.77663,104.7967,167.1962,43.26003,149.2993,181.2744,206.0059,0.38079,0.33648,0.31132,0
2180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2182,730,3,A,A,5,30,730,F,A,A_5_30_F_A,G35Y14,1,G35Y14_day1,G35Y14_3A_day1.JPG,G35Y14_exp3A_day1,172.9229,161.1148,147.4086,203.268,37.25226,54.1485,90.79587,170.999,68.12419,115.6046,161.8668,210.7328,0.40166,0.41822,0.4611,0
2183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2185,731,3,A,A,5,30,731,F,A,A_5_30_F_A,G35Y21,1,G35Y21_day1,G35Y21_3A_day1.JPG,G35Y21_exp3A_day1,109.172,99.30588,105.3157,195.2299,19.45991,46.70805,88.40217,163.0067,71.01263,119.8129,161.1319,213.8079,0.23463,0.21582,0.36963,0
2186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2188,732,3,A,A,5,30,732,F,S,A_5_30_F_S,G35Y23,1,G35Y23_day1,G35Y23_3A_day1.JPG,G35Y23_exp3A_day1,112.6763,69.28893,62.5727,208.5943,19.38978,31.81418,123.0391,187.1268,63.86032,128.754,162.6632,183.3087,0.31573,0.1269,0.24235,0
2189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2191,733,3,A,A,5,30,733,F,S,A_5_30_F_S,G35Y24,1,G35Y24_day1,G35Y24_3A_day1.JPG,G35Y24_exp3A_day1,129.468,61.80948,37.83847,205.9833,25.91216,36.23109,94.03026,166.0672,41.82825,133.7829,172.9634,199.4164,0.48433,0.24394,0.050584,0
2192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2194,734,3,A,A,5,30,734,S,A,A_5_30_S_A,G38Y34,1,G38Y34_day1,G38Y34_3A_day1.JPG,G38Y34_exp3A_day1,173.649,150.0964,134.0208,220.3848,35.14927,44.55696,115.8292,179.8044,62.88294,140.6404,172.9651,202.8392,0.31511,0.29093,0.50131,0
2195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2197,735,3,A,A,5,30,735,S,A,A_5_30_S_A,G38Y35,1,G38Y35_day1,G38Y35_3A_day1.JPG,G38Y35_exp3A_day1,151.5703,130.0682,100.0899,217.79,35.17167,45.19641,107.926,167.3331,58.97016,116.4729,147.035,172.6551,0.30631,0.39147,0.36582,0
2198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2200,736,3,A,A,5,30,736,S,A,A_5_30_S_A,G38Y36,1,G38Y36_day1,G38Y36_3A_day1.JPG,G38Y36_exp3A_day1,129.039,118.8993,95.12443,218.2575,39.7892,51.66904,116.9101,185.6659,66.89625,137.0761,176.0843,210.2294,0.24037,0.30905,0.29506,0
2201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2203,737,3,A,A,5,30,737,S,S,A_5_30_S_S,G38Y37,1,G38Y37_day1,G38Y37_3A_day1.JPG,G38Y37_exp3A_day1,141.6925,85.65485,77.24445,205.9101,19.32066,30.84739,123.3849,189.0759,67.36311,154.2212,188.944,213.8423,0.40339,0.15904,0.25293,0
2204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2206,738,3,A,A,5,30,738,S,S,A_5_30_S_S,G38Y38,1,G38Y38_day1,G38Y38_3A_day1.JPG,G38Y38_exp3A_day1,140.0428,70.98472,40.17869,232.0489,49.30111,58.77053,107.1107,177.3166,62.94652,115.755,155.5767,190.427,0.48436,0.29817,-0.03705,0
2207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2209,739,3,A,A,10,20,739,F,A,A_10_20_F_A,R10W49,1,R10W49_day1,R10W49_3A_day1.JPG,R10W49_exp3A_day1,155.4125,87.1722,54.71635,247.2393,57.81472,64.74056,136.3866,195.2923,67.30089,173.4401,197.8795,215.6895,0.45188,0.2822,0.029992,0
2210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2212,740,3,A,A,10,20,740,F,A,A_10_20_F_A,R11W50,1,R11W50_day1,R11W50_3A_day1.JPG,R11W50_exp3A_day1,182.9552,137.0175,106.7747,234.2418,53.97292,62.91778,117.165,184.2199,63.38925,153.2216,185.7727,213.1477,0.43167,0.34371,0.2713,0
2213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2215,741,3,A,A,10,20,741,F,A,A_10_20_F_A,R11W51,1,R11W51_day1,R11W51_3A_day1.JPG,R11W51_exp3A_day1,158.3462,130.8378,112.1352,213.45,41.4269,52.3609,120.4005,188.578,72.97149,145.4539,179.8539,207.7781,0.34189,0.27992,0.35522,0
2216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2218,742,3,A,A,10,20,742,F,S,A_10_20_F_S,R11W52,1,R11W52_day1,R11W52_3A_day1.JPG,R11W52_exp3A_day1,161.4359,143.359,117.2816,246.7169,70.25987,74.86553,133.2403,200.7276,83.051,180.1607,212.3704,234.4859,0.27035,0.29062,0.31092,0
